MYObjectID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYSeparatedFrom,MYGathering[0][MYUnit][0][MYSex],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYCollectingEventName],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYLabelsVerbatim
Object ID,Datasets,Datasets,Datasets,Separated from specimen,1.1. Sex,1.1.1. Species,1. Collecting event name,1. Start date,1. End date,1. Lat (N),1. Lon (E),1. Alt in meters,1. Coordinate notes,Verbatim labels
10636,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9568,F,Syzeuctus sp3,Amazon 1998,01.12.1998,16.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 114"
10637,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9568,F,Syzeuctus sp3,Amazon 1998,01.12.1998,16.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 350"
10638,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9568,F,Syzeuctus sp3,Amazon 1998,01.12.1998,16.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 183"
10639,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9568,F,Syzeuctus sp3,Amazon 1998,01.12.1998,16.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 048"
10640,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9568,F,Syzeuctus sp3,Amazon 1998,01.12.1998,16.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/8 173"
10641,GX.9136,GX.9376,GX.9141,http://mus.utu.fi/ZMUT.9554,F,Syzeuctus sp3,Amazon 1998,16.09.1998,01.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.9-1.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/3 087"
10642,GX.9136,GX.9376,GX.9141,http://mus.utu.fi/ZMUT.9554,F,Syzeuctus sp3,Amazon 1998,16.09.1998,01.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.9-1.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/3 045"
10643,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9562,F,Syzeuctus sp3,Amazon 1998,01.09.1998,16.09.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/2 001"
10644,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9562,F,Syzeuctus sp3,Amazon 1998,01.09.1998,16.09.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/2 017"
10645,GX.9136,GX.9376,GX.9141,http://mus.utu.fi/ZMUT.9553,F,Syzeuctus sp3,Amazon 1998,01.09.1998,16.09.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/2 019"
10646,GX.9136,GX.9376,GX.9141,http://mus.utu.fi/ZMUT.9555,F,Syzeuctus sp3,Amazon 1998,01.10.1998,16.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/4 061
21
[7? or 67?]"
10647,GX.9136,GX.9376,GX.9141,http://mus.utu.fi/ZMUT.9555,F,Syzeuctus sp3,Amazon 1998,01.10.1998,16.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/4 068
21
84"
10648,GX.9136,GX.9376,GX.9141,http://mus.utu.fi/ZMUT.9558,F,Syzeuctus sp3,Amazon 1998,16.11.1998,01.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.11-1.12.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A1/7 085"
10649,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9567,F,Syzeuctus sp3,Amazon 1998,16.11.1998,01.12.1998,,,,,"43
PERU, Dept. of Loreto Iquitos area, Mishana 16.11-1.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/7 305
77"
10650,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9567,F,Syzeuctus sp3,Amazon 1998,16.11.1998,01.12.1998,,,,,"43
PERU, Dept. of Loreto Iquitos area, Mishana 16.11-1.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/7 306
74"
10651,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9564,F,Syzeuctus sp3,Amazon 1998,01.10.1998,16.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, clayish soil I.E.S., R.J. et al. leg. Malaise t., APHI A2/4 208"
10652,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9561,F,Syzeuctus sp3,Amazon 1998,16.08.1998,01.09.1998,,,,,"64
PERU, Dept. of Loreto Iquitos area, Mishana 16.8-1.9.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI A2/1 180
63 "
10653,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9569,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.1998-1.1.1999, clay Malaise trap, UTU-ART leg. APIH A2/9 173
22
65"
10654,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9569,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.1998-1.1.1999, clay Malaise trap, UTU-ART leg. APIH A2/9 163
22
64"
10655,GX.9136,GX.9376,GX.9142,http://mus.utu.fi/ZMUT.9569,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.1998-1.1.1999, clay Malaise trap, UTU-ART leg. APIH A2/9 007
22
66"
10656,GX.9116,GX.9375,GX.9155,http://mus.utu.fi/ZMUT.9680,F,Syzeuctus sp3,Amazon 2000,15.12.2000,29.12.2000,-3.941388888889,-73.405805555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.-28.12.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/18"
10657,GX.9116,GX.9375,GX.9155,http://mus.utu.fi/ZMUT.9669,F,Syzeuctus sp3,Amazon 2000,22.02.2000,08.03.2000,-3.941388888889,-73.405805555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.2.-8.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E3/2"
10658,GX.9116,GX.9375,GX.9153,http://mus.utu.fi/ZMUT.9651,F,Syzeuctus sp3,Amazon 2000,15.10.2000,08.11.2000,-3.943361111111,-73.411444444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E1/15"
10659,GX.9116,GX.9375,GX.9154,http://mus.utu.fi/ZMUT.9656,F,Syzeuctus sp3,Amazon 2000,22.02.2000,08.03.2000,-3.942055555556,-73.408166666667,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.2-8.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, E2/2"
10660,GX.9116,GX.9375,GX.9163,http://mus.utu.fi/ZMUT.9805,F,Syzeuctus sp3,Amazon 2000,15.10.2000,08.11.2000,-3.962972222222,-73.442722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, I1/15"
10661,GX.9116,GX.9377,GX.9166,http://mus.utu.fi/ZMUT.9844,F,Syzeuctus sp3,Amazon 2000,15.10.2000,08.11.2000,-3.961833333333,-73.440888888889,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.10.-8.11.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, J1/15"
10662,GX.9136,GX.9376,GX.9147,http://mus.utu.fi/ZMUT.9608,F,Syzeuctus sp3,Amazon 1998,17.11.1998,03.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.11-3.12.1998, clay I.E.S., R.J. et al. leg. Malaise t., APHI C2/7 162"
10663,GX.9136,GX.9376,GX.9147,http://mus.utu.fi/ZMUT.9610,F,Syzeuctus sp3,Amazon 1998,17.12.1998,20.01.1999,,,,,"BANCHIN
PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1998, clay I.E.S.,R.J. et al. leg. Malaise t., APHI, C2/9"
10664,GX.9136,GX.9375,GX.9148,http://mus.utu.fi/ZMUT.9616,F,Syzeuctus sp3,Amazon 1998,05.11.1998,17.11.1998,,,,,"58
PERU, Dept. of Loreto Iquitos area, Allpahuayo 5-17.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/6 011
62"
10665,GX.9136,GX.9375,GX.9149,http://mus.utu.fi/ZMUT.9625,F,Syzeuctus sp3,Amazon 1998,05.11.1998,17.11.1998,,,,,"53
PERU, Dept. of Loreto Iquitos area, Allpahuayo 5-17.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/6 007
60"
10666,GX.9136,GX.9375,GX.9149,http://mus.utu.fi/ZMUT.9626,F,Syzeuctus sp3,Amazon 1998,17.11.1998,03.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.11-3.12.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/7 133"
10667,GX.9136,GX.9375,GX.9148,http://mus.utu.fi/ZMUT.9615,F,Syzeuctus sp3,Amazon 1998,20.10.1998,05.11.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 20.10-5.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D1/5 105"
10668,GX.9136,GX.9375,GX.9149,http://mus.utu.fi/ZMUT.9628,F,Syzeuctus sp3,Amazon 1998,17.12.1998,20.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/9 171"
10669,GX.9136,GX.9375,GX.9149,http://mus.utu.fi/ZMUT.9628,F,Syzeuctus sp3,Amazon 1998,17.12.1998,20.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 17.12-20.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI D2/9 107"
10670,GX.9116,GX.9375,GX.9160,http://mus.utu.fi/ZMUT.9745,F,Syzeuctus sp3,Amazon 2000,08.03.2000,24.03.2000,-3.934166666667,-73.441388888889,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3"
10671,GX.9116,GX.9375,GX.9160,http://mus.utu.fi/ZMUT.9745,F,Syzeuctus sp3,Amazon 2000,08.03.2000,24.03.2000,-3.934166666667,-73.441388888889,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/3"
10672,GX.9116,GX.9375,GX.9160,http://mus.utu.fi/ZMUT.9752,F,Syzeuctus sp3,Amazon 2000,14.09.2000,04.10.2000,-3.934166666667,-73.441388888889,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 14.9.-4.10.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/13"
10673,GX.9116,GX.9375,GX.9159,http://mus.utu.fi/ZMUT.9726,F,Syzeuctus sp3,Amazon 2000,08.03.2000,24.03.2000,-3.933888888889,-73.431111111111,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.-24.3.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G2/3"
10674,GX.9116,GX.9375,GX.9158,http://mus.utu.fi/ZMUT.9720,F,Syzeuctus sp3,Amazon 2000,14.09.2000,04.10.2000,-3.946833333333,-73.423472222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo Sept 2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/13"
10675,GX.9116,GX.9375,GX.9160,http://mus.utu.fi/ZMUT.9753,F,Syzeuctus sp3,Amazon 2000,04.10.2000,17.10.2000,-3.934166666667,-73.441388888889,,The coordinates of g2 and g3 were measured at a later date than other Amazon 2000 traps. They should be within 10-20 metres accurate.,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 4-17.10.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G3/14"
10676,GX.9116,GX.9375,GX.9158,http://mus.utu.fi/ZMUT.9723,F,Syzeuctus sp3,Amazon 2000,28.12.2000,23.01.2001,-3.946833333333,-73.423472222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 28.12.00-23.1.2000, white sand Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, G1/19"
10677,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9764,F,Syzeuctus sp3,Amazon 2000,22.05.2000,11.06.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 22.5-11.6.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/7"
10678,GX.9116,GX.9376,GX.9162,http://mus.utu.fi/ZMUT.9778,F,Syzeuctus sp3,Amazon 2000,08.03.2000,24.03.2000,-3.953694444444,-73.418722222222,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H2/3"
10679,GX.9116,GX.9377,GX.9161,http://mus.utu.fi/ZMUT.9761,F,Syzeuctus sp3,Amazon 2000,24.03.2000,17.04.2000,-3.948916666667,-73.421194444444,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, H1/4"
10680,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9683,F,Syzeuctus sp3,Amazon 2000,07.03.2000,24.03.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8-24.3.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/3"
10681,GX.9116,GX.9377,GX.9157,http://mus.utu.fi/ZMUT.9701,F,Syzeuctus sp3,Amazon 2000,24.03.2000,16.04.2000,-3.946555555556,-73.413055555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 24.3.-17.4.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F2/4"
10682,GX.9116,GX.9377,GX.9157,http://mus.utu.fi/ZMUT.9708,F,Syzeuctus sp3,Amazon 2000,14.09.2000,04.10.2000,-3.946555555556,-73.413055555556,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 14.9.-4.10.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F2/13"
10683,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9685,F,Syzeuctus sp3,Amazon 2000,16.04.2000,03.05.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.4.-3.5.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/5"
10684,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9697,F,Syzeuctus sp3,Amazon 2000,15.12.2000,28.12.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 15.-28.12.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/18"
10685,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9693,F,Syzeuctus sp3,Amazon 2000,04.10.2000,15.10.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 4.-15.10.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/14"
10686,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9695,F,Syzeuctus sp3,Amazon 2000,08.11.2000,01.12.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 8.11.-1.12.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/16"
10687,GX.9116,GX.9377,GX.9156,http://mus.utu.fi/ZMUT.9689,F,Syzeuctus sp3,Amazon 2000,16.07.2000,02.08.2000,-3.9445,-73.413527777778,,,"PERU, Dept. of Loreto Iquitos area, Allpahuayo 16.7.-2.8.2000, clay Sääksjärvi, I.E. et al. leg. Malaise trap, APHI, F1/10"
10688,GX.9136,GX.9375,GX.9143,http://mus.utu.fi/ZMUT.9571,F,Syzeuctus sp3,Amazon 1998,16.09.1998,01.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.9-1.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/3 027
11
79"
10689,GX.9136,GX.9375,GX.9143,http://mus.utu.fi/ZMUT.9574,F,Syzeuctus sp3,Amazon 1998,01.11.1998,16.11.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/6 068
5
82"
10690,GX.9136,GX.9375,GX.9143,http://mus.utu.fi/ZMUT.9572,F,Syzeuctus sp3,Amazon 1998,01.10.1998,16.10.1998,,,,,"2
PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/4[B2/4 but 2 written over with 1] 043
83"
10691,GX.9136,GX.9375,GX.9143,,F,Syzeuctus sp3,Amazon 1998,16.8.1998,1.9.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.8-1.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/1 039"
10692,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9582,F,Syzeuctus sp3,Amazon 1998,01.11.1998,16.11.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.11.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/6 099"
10693,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9578,F,Syzeuctus sp3,Amazon 1998,16.08.1998,01.09.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.8-1.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/1 039
14
72"
10694,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9584,F,Syzeuctus sp3,Amazon 1998,01.12.1998,16.12.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.12.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/8 087
8
69"
10695,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9580,F,Syzeuctus sp3,Amazon 1998,01.10.1998,16.10.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.10.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/4 096
20"
10696,GX.9136,GX.9375,GX.9145,http://mus.utu.fi/ZMUT.9594,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B3/9 135
4
55"
10697,GX.9136,GX.9375,GX.9145,http://mus.utu.fi/ZMUT.9587,F,Syzeuctus sp3,Amazon 1998,01.09.1998,16.09.1998,,,,,"38
PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B3/2 039
19"
10698,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9579,F,Syzeuctus sp3,Amazon 1998,01.09.1998,16.09.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/2 024
1
78"
10699,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9579,F,Syzeuctus sp3,Amazon 1998,01.09.1998,16.09.1998,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 1-16.9.1998, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/2 059
16
71"
10700,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9585,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/9 043
3
80"
10701,GX.9136,GX.9375,GX.9144,http://mus.utu.fi/ZMUT.9585,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"PERU, Dept. of Loreto Iquitos area, Mishana 16.12.98-1.1.99, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B2/9 082
3
81[?]"
10702,GX.9136,GX.9375,GX.9143,http://mus.utu.fi/ZMUT.9577,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"44
PERU, Dept. of Loreto Iquitos area, Mishana 16.12-1.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/9 114
76"
10703,GX.9136,GX.9375,GX.9143,http://mus.utu.fi/ZMUT.9577,F,Syzeuctus sp3,Amazon 1998,16.12.1998,01.01.1999,,,,,"44
PERU, Dept. of Loreto Iquitos area, Mishana 16.12-1.1.1999, varillal I.E.S., R.J. et al. leg. Malaise t., APHI B1/9 115
75"
10704,GX.9118,GX.9516,GX.9117,http://mus.utu.fi/ZMUT.10121,F,Syzeuctus sp3,Amazon 2011,23.10.2011,30.10.2011,-3.966691666667,-73.417125,118,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 24-30.10.2011 Gómez&Sääksjärvi leg. Malaise4 Week23 30 58' 00""S  73 25' 16"" W"
10705,GX.9118,GX.9516,GX.9170,http://mus.utu.fi/ZMUT.10097,F,Syzeuctus sp3,Amazon 2011,27.11.2011,4.12.2011,-3.952077777778,-73.416683333333,109,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 28.11-4.12.2011 Gómez&Sääksjärvi leg. Malaise3 Week28 30 57' 748""S  73 25' 00"" W"
10706,GX.9118,GX.9516,GX.9169,http://mus.utu.fi/ZMUT.10056,F,Syzeuctus sp3,Amazon 2011,9.10.2011,16.10.2011,-3.967163888889,-73.417222222222,130,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 10-16.10.2011 Gómez&Sääksjärvi leg. Malaise2 Week21 30 58' 17""""S  73 25' 20"" W"
10707,GX.9118,GX.9516,GX.9168,http://mus.utu.fi/ZMUT.10020,F,Syzeuctus sp3,Amazon 2011,25.9.2011,2.10.2011,-3.951383333333,-73.402588888889,90,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 26.9-2.10.2011 Gómez&Sääksjärvi leg. Malaise1 Week19 30 57' 49""S  73 24' 93"" W"
10708,GX.9118,GX.9516,GX.9168,http://mus.utu.fi/ZMUT.10010,F,Syzeuctus sp3,Amazon 2011,17.7.2011,24.7.2011,-3.951383333333,-73.402588888889,90,"The coordinates come from a file in https://doi.org/10.5281/zenodo.3559054 . The decimal point of the seconds seems to be missing, so it is uncertain what the actual coordinates are. These are the best guesses based on placing the decimal point in different places and seeing if the point lands on secondary forest in Google Maps. It may also be worth comparing to the pictures of the trap sites (https://doi.org/10.5281/zenodo.3559054).","PERU, Dept. of Loreto, Iquitos area, Allpahuayo 18-24.7.2011 Gómez&Sääksjärvi leg. Malaise1 Week9 30 58' 37""S  73 25' 14"" W"
10709,GX.9137,GX.9378,GX.9181,http://mus.utu.fi/ZMUT.9889,F,Syzeuctus sp3,Amazon 2008,31.07.2008,07.08.2008,-12.5632007,-70.0973352,280,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.","PERU,Dept. Madre de Dios Los Amigos, 31.7-7.8.2008 I. Gómez leg. a.s.l: 280.5m Malaise 1, E:380792,164 N:8610919,14"
10710,GX.9137,GX.9378,GX.9181,http://mus.utu.fi/ZMUT.9890,F,Syzeuctus sp3,Amazon 2008,07.08.2008,14.08.2008,-12.5632007,-70.0973352,280,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.","PERU,Dept. Madre de Dios Los Amigos, 7-14.8.2008 I. Gómez leg. a.s.l: 280.5m Malaise 1, E:380792,164 N:8610919,14"
